"energy","tempo","danceability","playlist_genre","loudness","liveness","valence","track_artist","time_signature","speechiness","track_name","instrumentalness","key","acousticness","playlist_subgenre","song_id"
"588","94519","686","r&b","-8343","954","617","Mario","4","554","Let Me Love You","0","7","178","modern","380"
"5","13503","856","r&b","-9393","104","886","Brent Faiyaz, FELIX!, Tommy Richman","4","18","Upset (feat. Tommy Richman & FELIX!)","0","11","487","modern","381"
"725","146163","61","r&b","-5131","154","291","Kehlani, Ty Dolla $ign","4","15","Nights Like This (feat. Ty Dolla $ign)","0","8","367","modern","382"
"5","124037","816","r&b","-4551","733","649","USHER","4","3","U Got It Bad","0,000153","1","227","modern","383"
"876","13021","412","r&b","-6008","297","706","Lloyd, Lil Wayne","5","472","You","0","5","102","modern","384"
"538","10997","81","r&b","-5783","951","832","Ne-Yo","4","357","Because Of You","0","0","53","modern","385"
"394","92009","764","r&b","-8559","117","465","Brent Faiyaz","4","152","Trust","0,00937","8","231","modern","386"
"552","16819","727","r&b","-8074","198","607","Nelly, Kelly Rowland","4","14","Dilemma","16","2","226","modern","387"
"712","140012","573","r&b","-5976","167","346","USHER, Jeezy","4","732","Love in This Club (feat. Young Jeezy)","0","0","572","modern","388"
"576","179063","625","r&b","-5693","187","235","Miguel","4","175","Adorn","0,00407","11","543","modern","389"
"366","73313","4","r&b","-9405","126","161","SZA","3","597","The Weekend","0","8","242","modern","390"
"242","144211","549","r&b","-11692","127","286","Brent Faiyaz","4","38","Rehab (Winter In Paris)","0,00081","5","809","modern","391"
"721","169904","62","r&b","-5538","563","77","Paperboy Fabe, Brent Faiyaz","4","887","Language","75","4","422","modern","392"
"467","138007","845","r&b","-7674","694","702","USHER","4","138","Confessions Part II","0","1","586","modern","393"
"635","103019","617","electronic","-6769","164","446","The Chainsmokers, Coldplay","4","317","Something Just Like This","0,00144","11","498","modern","394"
"939","129024","671","electronic","-3206","298","53","Pitbull, AFROJACK, Ne-Yo, Nayer","4","161","Give Me Everything (feat. Nayer)","0","8","191","modern","395"
"715","199892","475","electronic","-5371","135","159","DJ Snake, Justin Bieber","4","58","Let Me Love You","0,00267","8","863","modern","396"
"823","128035","646","electronic","-4123","322","418","Calvin Harris, Ellie Goulding","4","394","Outside (feat. Ellie Goulding)","0","2","213","modern","397"
"835","125983","527","electronic","-5298","249","654","Avicii","4","433","The Nights","0","6","166","modern","398"
"751","117948","88","electronic","-4258","106","884","Regard","4","874","Ride It","0,00643","7","177","modern","399"
"685","11802","782","electronic","-6237","16","603","OMI, Felix Jaehn","4","309","Cheerleader (Felix Jaehn Remix) - Radio Edit","0,00118","4","166","modern","400"
"524","9501","748","electronic","-5599","111","661","The Chainsmokers, Halsey","4","338","Closer","0","8","414","modern","401"
"627","179642","468","electronic","-5085","11","159","Alan Walker","4","476","Faded","0,000797","6","281","modern","402"
"856","127949","596","electronic","-3556","141","743","Calvin Harris","4","346","Summer","178","4","211","modern","403"
"77","125905","694","electronic","-5335","118","163","Dynoro, Gigi D'Agostino","4","149","In My Mind","0,00011","6","176","modern","404"
"963","129992","581","electronic","-4087","139","788","Pitbull, Kesha","4","981","Timber","0","11","295","modern","405"
"787","126062","604","electronic","-3674","127","301","David Guetta, Sia","4","103","Titanium (feat. Sia)","15","0","679","modern","406"
"714","101969","664","electronic","-6645","843","71","Mike Posner, Seeb","4","111","I Took A Pill In Ibiza - Seeb Remix","0,000842","7","353","modern","407"
"815","123063","636","electronic","-5098","163","636","Robin Schulz, Francesco Yates","4","581","Sugar (feat. Francesco Yates)","0","5","185","modern","408"
"736","127999","579","electronic","-3863","198","613","Avicii","4","527","Waiting For Love","0","6","31","modern","409"
"777","130003","73","electronic","-5194","691","575","Jennifer Lopez, Pitbull","4","496","On The Floor","486","3","105","modern","410"
"869","159805","533","electronic","-5093","136","425","The Chainsmokers, Daya","4","173","Don't Let Me Down","538","11","156","modern","411"
"857","128024","414","electronic","-4078","343","348","Calvin Harris, John Newman","4","808","Blame (feat. John Newman)","574","0","287","modern","412"
"86","127075","608","electronic","-5324","262","437","Flo Rida, Sia","4","554","Wild Ones (feat. Sia)","0","5","991","modern","413"
"811","116047","794","electronic","-8966","101","862","Daft Punk, Pharrell Williams, Nile Rodgers","4","38","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","0,000107","6","426","modern","414"
"741","123077","646","electronic","-4973","312","571","Axwell /\ Ingrosso","4","34","More Than You Know","0","5","275","modern","415"
"519","13399","501","electronic","-588","454","168","Martin Garrix, Bebe Rexha","4","409","In the Name of Love","0","4","109","modern","416"
"717","121985","793","electronic","-4759","226","466","Kungs, Cookin' On 3 Burners","4","393","This Girl (Kungs Vs. Cookin' On 3 Burners)","0,00036","0","927","modern","417"
"685","130039","772","electronic","-6849","131","501","will.i.am, Britney Spears","4","696","Scream & Shout","0,00896","5","19","modern","418"
"927","123962","631","electronic","-2787","148","465","Calvin Harris, Rihanna","4","332","This Is What You Came For","119","9","199","modern","419"
"593","119958","79","electronic","-9204","65","72","Stromae","4","776","Alors on danse - Radio Edit","202","1","983","modern","420"
"766","127975","735","electronic","-4485","108","6","Rihanna, Calvin Harris","4","383","We Found Love","141","1","25","modern","421"
"51","119994","829","electronic","-9334","829","45","Mr. Probz, Robin Schulz","4","369","Waves - Robin Schulz Radio Edit","143","5","821","modern","422"
"869","127966","616","electronic","-3911","64","473","Flo Rida, David Guetta","4","327","Club Can't Handle Me (feat. David Guetta)","0","0","283","modern","423"
"915","126094","544","electronic","-3405","115","51","Calvin Harris, Alesso, Hurts","4","841","Under Control (feat. Hurts)","914","8","129","modern","424"
"741","119896","72","electronic","-6529","289","357","Aaron Smith, Krono, Luvli","4","287","Dancin (feat. Luvli) - Krono Remix","0,00141","10","101","modern","425"
"697","122746","613","electronic","-8618","332","476","Daft Punk","4","133","One More Time","0","2","194","modern","426"
"634","113927","704","electronic","-7374","952","411","Kygo, Conrad Sewell","4","428","Firestone","0,00317","11","393","modern","427"
"861","117965","73","electronic","-41","213","704","Jonas Blue, JP Cooper","4","451","Perfect Strangers","0","1","39","modern","428"
"989","126002","621","electronic","-4225","184","348","Shouse, David Guetta","4","434","Love Tonight (David Guetta Remix Edit)","357","10","15","modern","429"
"805","126008","506","electronic","-4119","856","383","Galantis","4","469","Runaway (U & I)","193","1","711","modern","430"
"695","104879","583","electronic","-5336","527","224","DJ Snake, Bipolar Sunshine","4","423","Middle","0","9","138","modern","431"
"862","128036","498","electronic","-602","352","469","Guru Josh Project, Klaas","4","588","Infinity 2008 - Klaas Vocal Edit","918","7","313","modern","432"
"857","119975","56","electronic","-4145","381","432","Olly Alexander (Years & Years)","4","384","King","0","4","594","modern","433"
"781","1280","509","electronic","-348","749","176","Zedd, Foxes","4","72","Clarity","0","8","398","modern","434"
"73","85979","596","electronic","-4091","325","525","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj","4","151","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","0","9","24","modern","435"
"568","117973","78","electronic","-696","698","459","Felix Jaehn, Jasmine Thompson","4","31","Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","168","2","668","modern","436"
"463","121999","778","electronic","-7603","731","496","Alok, Zeeba, Bruno Martini","4","389","Hear Me Now","289","11","546","modern","437"
"774","11205","674","electronic","-7567","393","33","Surf Mesa, Emilee","4","892","ily (i love you baby) (feat. Emilee)","188","11","686","modern","438"
"81","126052","572","electronic","-5791","13","11","Lana Del Rey, Cedric Gervais","4","558","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix","0,000653","1","157","modern","439"
"781","119977","751","electronic","-3724","36","814","Taio Cruz","4","862","Dynamite","0","4","39","modern","440"
"586","12097","799","electronic","-6735","193","549","Clean Bandit, Jess Glynne","4","377","Rather Be (feat. Jess Glynne)","0,000203","11","162","modern","441"
"72","122031","789","electronic","-5652","129","664","Topic, A7S","4","218","Breaking Me","0","8","223","modern","442"
"62","120031","798","electronic","-7079","112","235","Tiësto","4","232","The Business","192","8","414","modern","443"
"622","10204","69","electronic","-5025","116","544","Zedd, Alessia Cara","4","622","Stay","0","5","253","modern","444"
"736","130011","75","electronic","-4168","265","355","LMFAO, Lauren Bennett, GoonRock","4","155","Party Rock Anthem","0","5","202","modern","445"
"802","100001","713","electronic","-7055","309","343","The Chainsmokers, ROZES","4","561","Roses","377","4","435","modern","446"
"906","125916","711","electronic","-2671","153","824","Icona Pop, Charli xcx","4","284","I Love It (feat. Charli XCX)","0,00164","8","952","modern","447"
"921","130072","691","electronic","-1702","331","8","David Guetta, Ne-Yo, Akon","4","533","Play Hard (feat. Ne-Yo & Akon)","0","8","173","modern","448"
"795","121294","956","electronic","-5311","906","841","Daft Punk","4","15","Around the World","889","7","356","modern","449"
"833","129885","551","electronic","-5217","632","145","Armin van Buuren, Trevor Guthrie","5","3","This Is What It Feels Like","0,000277","8","391","modern","450"
"817","128078","883","electronic","-5414","11","595","AronChupa, Little Sis Nora","4","235","I'm an Albatraoz","449","0","601","modern","451"
"748","125896","503","electronic","-4124","343","356","Alesso, Tove Lo","4","619","Heroes (we could be)","0","5","305","modern","452"
"392","75066","599","electronic","-6869","131","26","Disclosure, Eliza Doolittle, Flume","4","257","You & Me - Flume Remix","107","10","378","modern","453"
"604","15992","561","soul","-4409","104","242","Teddy Swims","3","337","Lose Control","0,00019","9","199","classic","454"
"473","15288","591","soul","-8122","108","451","Daniel Caesar","4","708","Let Me Go","334","7","694","classic","455"
"592","157969","521","gaming","-7777","122","535","Lady Gaga, Bruno Mars","3","304","Die With A Smile","0","6","308","modern","456"
"507","104978","747","gaming","-10171","117","438","Billie Eilish","4","358","BIRDS OF A FEATHER","608","2","2","modern","457"
"582","116712","7","gaming","-596","881","785","Chappell Roan","4","356","Good Luck, Babe!","0","11","502","modern","458"
"76","103969","701","gaming","-5478","185","69","Sabrina Carpenter","4","285","Espresso","0,00654","0","107","modern","459"
"604","15992","561","gaming","-4409","104","242","Teddy Swims","3","337","Lose Control","0,00019","9","199","modern","460"
"882","148038","569","gaming","-2777","142","201","Travis Scott, Playboi Carti","4","6","FE!N (feat. Playboi Carti)","0","3","316","modern","461"
"601","123994","635","gaming","-6129","11","332","Myles Smith","4","295","Stargazing","0","1","246","modern","462"
"757","139982","742","gaming","-4981","305","957","Chappell Roan","4","421","HOT TO GO!","0","6","187","modern","463"
"472","101061","898","gaming","-7001","141","214","Kendrick Lamar","4","776","Not Like Us","0","1","107","modern","464"
"583","181489","432","gaming","-4682","933","544","Benson Boone","4","687","Slow It Down","0","8","174","modern","465"
"709","81012","722","gaming","-495","804","604","Shaboozey","4","273","A Bar Song (Tipsy)","0","9","633","modern","466"
"782","119992","727","gaming","-8529","225","655","Adam Port, Stryv, Keinemusik, Orso, Malachiii","4","42","Move","336","8","563","modern","467"
"745","180098","464","gaming","-3202","363","262","Hanumankind, Kalmi","4","161","Big Dawgs","0","4","235","modern","468"
"586","107071","669","gaming","-6073","104","579","Sabrina Carpenter","4","54","Please Please Please","0","9","274","modern","469"
"965","12804","561","gaming","-3673","371","304","David Guetta, Bebe Rexha","4","343","I'm Good (Blue)","0,000707","7","383","modern","470"
"544","132052","571","gaming","-10613","322","216","d4vd","4","299","Romantic Homicide","805","6","453","modern","471"
"854","140515","477","gaming","-4715","65","314","LISA, ROSALÍA","5","275","New Woman (feat. ROSALÍA)","0","7","858","modern","472"
"471","105029","472","gaming","-5692","14","219","Benson Boone","3","603","Beautiful Things","0","10","151","modern","473"
"667","130019","776","gaming","-6622","761","618","Charli xcx, Billie Eilish","4","983","Guess featuring billie eilish","3","7","146","modern","474"
"946","151647","599","gaming","-4263","826","747","Artemas","4","447","i like the way you kiss me","106","11","938","modern","475"
"855","127986","638","gaming","-486","245","731","Post Malone, Morgan Wallen","4","264","I Had Some Help (Feat. Morgan Wallen)","0","7","757","modern","476"
"642","179974","745","gaming","-6257","658","226","Lil Tecca","4","287","Ransom","0","7","204","modern","477"
"829","139198","476","gaming","-3806","167","505","Odetari","4","658","KEEP UP","916","10","172","modern","478"
"552","144941","64","gaming","-5679","119","112","Future, Metro Boomin, Travis Scott, Playboi Carti","4","129","Type Shit","0","2","215","modern","479"
"453","139943","915","gaming","-4589","104","287","Gunna","4","27","one of wun","163","10","872","modern","480"
"787","119996","704","gaming","-6751","159","31","HUGEL, Topic, Arash, Daecolm","4","462","I Adore You (feat. Daecolm)","538","11","926","modern","481"
"618","126031","853","gaming","-10833","972","32","Lost Frequencies, Tom Odell","4","923","Black Friday (pretty like the sun)","89","6","633","modern","482"
"751","129994","701","gaming","-839","15","22","Taylor Swift","4","502","I Can Do It With a Broken Heart","0","0","123","modern","483"
"957","126035","804","gaming","-5452","114","962","Charli xcx","4","34","Apple","174","0","125","modern","484"
"457","14604","592","gaming","-6081","146","225","XXXTENTACION","4","603","Hope","331","9","661","modern","485"
"792","100011","687","gaming","-2749","167","671","Marshmello, Bastille","4","452","Happier","0","5","191","modern","486"
"676","162012","814","gaming","-467","119","312","Future, Metro Boomin, Kendrick Lamar","4","231","Like That","0,00128","11","709","modern","487"
"522","8996","755","gaming","-4368","685","925","Post Malone, Swae Lee","4","575","Sunflower - Spider-Man: Into the Spider-Verse","0","2","533","modern","488"
"622","130001","847","gaming","-6747","285","22","Gunna","4","903","fukumean","0","1","119","modern","489"
"668","90969","646","gaming","-5203","212","64","Mark Ambor","4","282","Belong Together","0","2","491","modern","490"
"733","17209","625","gaming","-8757","375","244","21 Savage","4","488","redrum","983","2","598","modern","491"
"642","83389","463","gaming","-4474","686","339","Future, Drake, Tems","4","34","WAIT FOR U (feat. Drake & Tems)","0","1","314","modern","492"
"761","129963","634","gaming","-4752","549","785","Marshmello, Kane Brown","4","472","Miles On It","0","5","537","modern","493"
"537","128009","921","gaming","-5723","102","711","XXXTENTACION","4","804","Moonlight","404","9","556","modern","494"
"745","165995","808","gaming","-526","292","829","Eminem, Juice WRLD","4","342","Godzilla (feat. Juice WRLD)","0","10","145","modern","495"
"741","120064","771","gaming","-7132","111","19","Zerb, The Chainsmokers, Ink","4","374","Addicted","163","5","245","modern","496"
"727","130035","887","gaming","-4318","213","932","Gunna","4","135","on one tonight","0,000116","4","381","modern","497"
"95","150019","673","gaming","-5149","398","563","Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike","4","488","Thank You (Not So Bad)","823","11","229","modern","498"
"62","120042","857","gaming","-813","934","796","Charli xcx","4","472","360","244","0","646","modern","499"
"887","127003","936","gaming","-276","582","889","Eminem","4","683","Houdini","0,000188","9","292","modern","500"
"646","115842","645","gaming","-8334","74","295","Ariana Grande","4","427","we can't be friends (wait for your love)","0,00304","5","615","modern","501"
"586","116971","896","gaming","-6687","79","642","Roddy Ricch","4","559","The Box","0","10","104","modern","502"
"558","104983","943","gaming","-4911","937","606","Jack Harlow","4","568","Lovin On Me","0,000219","2","26","modern","503"
"75","155096","732","gaming","-6366","109","401","Lil Uzi Vert","4","231","XO Tour Llif3","0","11","264","modern","504"
"764","140113","882","gaming","-5241","119","886","Central Cee, Lil Baby","4","204","BAND4BAND (feat. Lil Baby)","0","11","359","modern","505"
"632","121031","762","gaming","-8312","18","282","Lost Frequencies, Calum Scott","4","85","Where Are You Now","205","6","51","modern","506"
"512","80511","829","gaming","-5865","12","638","Sleepy Hallow","4","187","2055","0","6","492","modern","507"
"716","91007","701","gaming","-3671","324","732","24kGoldn, iann dior","4","361","Mood (feat. iann dior)","0","7","174","modern","508"
"773","129923","681","gaming","-4706","978","504","Eternxlkz","4","345","SLAY!","734","1","863","modern","509"
"673","165921","529","gaming","-4711","93","366","Drake, 21 Savage","4","175","Jimmy Cooks (feat. 21 Savage)","0,000241","0","307","modern","510"
"583","116624","709","gaming","-5298","195","533","Metro Boomin, Future, Chris Brown","4","204","Superhero (Heroes & Villains) [with Future & Chris Brown]","0,000297","5","138","modern","511"
"797","122011","702","gaming","-6635","179","356","Disclosure, Eliza Doolittle, Rivo","4","557","You & Me - Rivo Remix","495","10","583","modern","512"
"681","139057","918","gaming","-4705","615","706","Dave, Central Cee","4","201","Sprinter","0","1","263","modern","513"
"753","127926","671","gaming","-6045","177","543","Sonny Fodera, Jazzy, D.O.D","4","298","Somedays","0,00129","4","19","modern","514"
"761","146003","62","gaming","-7282","269","194","Jungle","4","175","Back On 74","147","10","207","modern","515"
"452","90026","904","gaming","-7272","115","613","Tommy Richman","4","132","DEVIL IS A LIE","0","9","174","modern","516"
"512","9602","803","gaming","-6871","928","435","Bryson Tiller","4","66","Whatever She Wants","0","9","128","modern","517"
"643","139948","831","gaming","-5002","84","142","Kendrick Lamar","4","11","euphoria","0","1","46","modern","518"
"567","75965","574","gaming","-7126","258","526","JID, 21 Savage, Baby Tate","4","465","Surround Sound (feat. 21 Savage & Baby Tate)","0","7","164","modern","519"
"593","120509","565","gaming","-5864","215","429","d4vd","4","883","Feel It - From The Original Series “Invincible”","0","8","288","modern","520"
"83","75023","767","gaming","-878","582","187","Creeds","4","206","Push Up - Main Edit","836","7","209","modern","521"
"523","169982","628","gaming","-8307","219","416","Kenya Grace","4","946","Strangers","274","11","701","modern","522"
"934","88009","777","gaming","-959","275","637","Chase & Status, Stormzy","4","254","BACKBONE","0,00386","2","285","modern","523"
"927","109952","755","gaming","254","567","702","xxanteria, isq","4","645","FUNKED UP - SLOWED","925","11","288","modern","524"
"62","117038","741","gaming","-5505","398","934","Hozier","4","412","Too Sweet","809","10","295","modern","525"
"64","130051","537","gaming","-10441","157","222","LXNGVX","4","104","Montagem Mysterious Game","878","1","146","modern","526"
"963","130028","817","gaming","-3318","312","502","CURSEDEVIL, DJ FKU, Skorde","4","353","TUCA DONKA","767","1","683","modern","527"
"556","99974","864","gaming","-7683","112","726","Doja Cat","4","194","Paint The Town Red","0,000385","2","255","modern","528"
"803","130028","877","gaming","-3195","87","795","S3BZS, Mc Gw, Mc Menor Do Alvorada","4","507","MONTAGEM - PR FUNK","56","9","734","modern","529"
"573","14004","911","gaming","-743","403","972","Central Cee","4","288","Doja","0","6","38","modern","530"
"629","130017","848","gaming","-6198","49","586","Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone","4","424","Somebody (2024)","18","0","16","modern","531"
"777","108005","58","gaming","-569","342","589","Kygo, Ava Max","4","655","Whatever","0","3","104","modern","532"
"539","158105","65","gaming","-7281","114","253","Rich Amiri","4","561","ONE CALL","0,00267","1","617","modern","533"
"672","136902","673","gaming","-8577","193","14","Drake, Yeat","4","224","IDGAF (feat. Yeat)","284","8","466","modern","534"
"818","125952","687","gaming","-4221","248","886","Alok, Ella Eyre, Kenny Dope, Never Dull","4","778","Deep Down (feat. Never Dull)","0","0","112","modern","535"
"687","12301","755","gaming","-6247","125","381","Doja Cat","4","101","Agora Hills","177","8","183","modern","536"
"919","151221","83","gaming","-212","757","848","Dyan Dxddy","4","145","CUTE DEPRESSED","748","10","503","modern","537"
"738","1300","593","gaming","-2956","292","591","Eternxlkz","4","351","BRODYAGA FUNK","968","11","269","modern","538"
"81","150251","613","gaming","-616","137","686","ZWE1HVNDXR, yatashigang","4","488","LOVELY BASTARDS","899","1","832","modern","539"
"967","149036","628","gaming","-4068","274","399","Marnik, Naeleck, VINAI","4","485","Boyz In Paris (with VINAI)","0,00467","1","398","modern","540"
"897","129975","686","gaming","-718","153","355","Lil Uzi Vert, sped up nightcore, ARIZONATEARS","4","386","Watch This - ARIZONATEARS Pluggnb Remix","103","11","103","modern","541"
"793","120003","696","gaming","-5733","18","698","Tiësto, Tate McRae","4","97","10:35","0,000378","8","683","modern","542"
"781","128001","805","gaming","-7225","598","818","PAWSA","4","434","TOO COOL TO BE CARELESS","302","1","2","modern","543"
"848","135048","721","gaming","-3371","97","774","Bibi Babydoll, Dj Brunin XM, KZA Produções","4","266","Automotivo Bibi Fogosa","0,000211","9","26","modern","544"
"742","114071","773","gaming","-3678","754","571","Imagine Dragons","4","46","Bones","0","5","206","modern","545"
"527","77499","824","gaming","-5506","368","212","A$AP Rocky","4","118","Tailor Swif","0","8","149","modern","546"
"655","163997","475","gaming","-7342","375","245","Drake, J. Cole","4","33","First Person Shooter (feat. J. Cole)","0","11","306","modern","547"
"895","125985","762","gaming","-4562","204","757","FISHER, Kita Alexander","4","734","Atmosphere","142","8","623","modern","548"
"915","154964","737","gaming","-2749","84","304","Memphis Cult, Groove Dealers, SPLYXER","4","412","9mm","0,00258","0","322","modern","549"
"85","106036","815","gaming","-4704","245","694","bbno$, Rich Brian","4","113","edamame","143","4","232","modern","550"
"546","118051","76","gaming","-13092","103","113","Yeat","4","616","Breathe","924","11","284","modern","551"
"86","146441","585","gaming","-5274","18","607","Odetari","4","116","GOOD LOYAL THOTS","142","6","566","modern","552"
"636","75486","654","gaming","-6904","412","267","Key Glock","4","845","Let's Go","0","8","258","modern","553"
"765","145988","588","gaming","-5914","2","492","League of Legends, NewJeans","4","518","GODS","0,00323","3","685","modern","554"
"758","165409","681","gaming","-6524","555","331","21 Savage, Travis Scott, Metro Boomin","4","188","née-nah","0","1","465","modern","555"
"683","145379","501","afrobeats","-7881","685","623","Bnxn, Rema","5","211","Fi Kan We Kan","0,00925","6","109","african","556"
"819","11014","726","afrobeats","-7094","27","636","Young Jonn","4","106","Stronger","0,00965","8","477","african","557"
"529","112014","782","afrobeats","-8626","413","44","Ayo Maff","4","592","Are you there?","0,000142","0","509","african","558"
"634","101837","502","afrobeats","-3367","188","645","Asake, Wizkid","3","144","MMS","341","8","677","african","559"
"841","147989","754","afrobeats","-4563","903","838","Rema","4","921","OZEBA","0","2","136","african","560"
"814","93482","683","afrobeats","-3505","858","758","Tyla","4","466","PUSH 2 START","826","2","277","african","561"
"792","113981","749","afrobeats","-4621","712","903","Davido, YG Marley","4","402","Awuke","0,00163","5","308","african","562"
"705","19798","374","afrobeats","-837","14","718","Hyce, BoyPee, Brown Joel","5","145","Constantly","0","11","172","african","563"
"648","932","737","afrobeats","-5493","105","746","Wizkid, Brent Faiyaz","4","138","Piece of My Heart (feat. Brent Faiyaz)","0,000692","1","252","african","564"
"719","113012","897","afrobeats","-7164","677","546","Smur Lee, ODUMODUBLVCK, Shallipopi","4","157","JUJU (feat. Shallipopi)","531","6","116","african","565"
"52","95865","578","afrobeats","-8399","124","425","FOLA, Bnxn","4","151","alone - Remix","0,000338","11","554","african","566"
"651","67813","49","afrobeats","-6259","108","567","Ayo Maff, Fireboy DML","5","138","Dealer","0,000759","11","714","african","567"
"935","166008","574","j-pop","-2783","367","836","YOASOBI","4","926","アイドル","0,000107","1","112","anime","568"
"941","101921","577","j-pop","-517","891","292","Kenshi Yonezu","4","105","KICK BACK","0,000336","1","207","anime","569"
"794","149923","531","j-pop","-4363","82","775","Mrs. GREEN APPLE","4","964","ライラック","0","10","176","anime","570"
"898","15199","479","j-pop","-4809","297","639","Tatsuya Kitani","4","169","青のすみか","0","1","134","anime","571"
"822","157013","853","j-pop","-6836","166","746","Creepy Nuts","4","246","Bling-Bang-Bang-Born","985","6","841","anime","572"
"905","141131","545","j-pop","-3823","182","735","Yuuri","4","684","カーテンコール","0","5","103","anime","573"
"571","101955","695","j-pop","-6249","118","726","ヨルシカ","4","111","晴る","0,000358","11","32","anime","574"
"811","139959","693","j-pop","-5765","106","944","OneRepublic","4","313","Nobody - from Kaiju No. 8","0","5","395","anime","575"
"808","115063","576","j-pop","-4241","127","172","YUNGBLUD","4","407","Abyss - from Kaiju No. 8","0","1","615","anime","576"
"951","169955","436","j-pop","-4748","149","428","MAN WITH A MISSION, milet","4","202","絆ノ奇跡","0","7","46","anime","577"
"514","8205","829","j-pop","-5333","231","757","Vaundy","4","531","タイムパラドックス","0,000145","2","439","anime","578"
"836","105173","543","metal","-911","153","56","Metallica","4","353","Master Of Puppets","431","4","647","classic","579"
"908","159756","285","metal","-4601","311","669","Iron Maiden","4","705","The Trooper - 2015 Remaster","909","4","318","classic","580"
"704","118242","43","metal","-8008","933","703","Pantera","4","804","Walk","221","1","155","classic","581"
"934","127066","417","metal","-3908","132","287","System Of A Down","4","119","Chop Suey!","15","7","278","classic","582"
"891","92049","283","metal","-8165","159","226","Korn","4","178","Blind","38","2","678","classic","583"
"695","102178","437","metal","-9447","124","413","Metallica","3","617","One","857","7","111","classic","584"
"763","148366","365","metal","-945","865","342","Danzig","4","591","Mother","457","11","726","classic","585"
"908","114816","415","metal","-9701","82","437","Pantera","4","765","Cowboys from Hell","345","2","437","classic","586"
"982","143772","354","metal","-3026","204","194","Slipknot","4","168","Duality","294","4","237","classic","587"
"828","123257","577","metal","-8691","581","604","Metallica","4","298","Enter Sandman","114","6","213","classic","588"
"916","118004","58","metal","-4358","126","683","Avenged Sevenfold","4","387","Hail to the King","259","3","297","classic","589"
"898","103299","353","metal","-5877","39","525","Korn","4","52","Freak On a Leash","105","2","0,00223","classic","590"
"963","125033","59","metal","-6489","781","586","Rob Zombie","4","676","Dragula","105","0","0,00875","classic","591"
"949","129984","554","metal","-4928","2","233","Avenged Sevenfold","4","787","Nightmare","0,00998","2","318","classic","592"
"781","71841","443","metal","-4277","166","372","Deftones","4","377","My Own Summer (Shove It)","205","1","0,00133","classic","593"
"714","107441","567","metal","-8512","186","191","TOOL","3","302","Schism","417","9","12","classic","594"
"821","94895","669","hip-hop","-437","147","684","Dr. Dre, Snoop Dogg","4","29","Nuthin' But A ""G"" Thang","0","11","182","modern","595"
"72","103314","916","reggae","-8548","958","761","Bob Marley & The Wailers","4","1","Could You Be Loved","16","0","36","classic","596"
"661","7671","836","reggae","-6502","449","753","Damian Marley","4","338","Welcome To Jamrock","0","7","208","classic","597"
"733","95107","883","reggae","-9153","334","946","Chaka Demus & Pliers","4","128","Murder She Wrote","26","11","161","classic","598"
"463","124084","929","reggae","-8651","634","755","Bob Marley & The Wailers","4","308","Buffalo Soldier","0,000053","9","143","classic","599"
"775","93431","816","hip-hop","-3323","543","527","Dr. Dre, Snoop Dogg","4","234","Still D.R.E.","31","11","16","90s","600"
"697","93941","901","hip-hop","-3439","287","67","The Notorious B.I.G.","4","28","Hypnotize - 2014 Remaster","0","9","145","90s","601"
"505","99935","535","hip-hop","-8926","923","495","Ms. Lauryn Hill","4","245","Doo Wop (That Thing)","0","2","393","90s","602"
"63","950","874","hip-hop","-3585","582","717","2Pac","4","298","Do For Love","479","1","578","90s","603"
"786","93857","763","hip-hop","-6472","817","504","Mobb Deep","4","229","Shook Ones, Pt. II","114","10","146","90s","604"
"706","174039","584","hip-hop","-7899","125","579","Luniz, Michael Marshall","4","366","I Got 5 On It","0","10","209","90s","605"
"62","94121","9","hip-hop","-6518","647","867","Big Pun, Joe","4","312","Still Not a Player (feat. Joe) - Radio Version","156","4","2","90s","606"
"818","96063","889","hip-hop","-4639","179","782","The Notorious B.I.G.","4","253","Juicy - 2005 Remaster","0","9","47","90s","607"
"821","94895","669","hip-hop","-437","147","684","Dr. Dre, Snoop Dogg","4","29","Nuthin' But A ""G"" Thang","0","11","182","90s","608"
"514","181033","512","hip-hop","-11562","126","565","Wu-Tang Clan","4","387","C.R.E.A.M. (Cash Rules Everything Around Me)","958","11","555","90s","609"
"611","102304","897","hip-hop","-10489","894","769","Cypress Hill","4","211","Insane in the Brain","186","11","291","90s","610"
"734","97044","918","hip-hop","-2832","191","608","Outkast","4","269","ATLiens","0,000801","11","296","90s","611"
"91","84099","665","hip-hop","-4682","227","887","Nas","4","223","N.Y. State of Mind","0","6","394","90s","612"
"735","101368","934","hip-hop","-6668","107","768","Ice Cube, Das EFX","4","251","Check Yo Self - Remix","0,000086","1","31","90s","613"
"54","84115","773","hip-hop","-7123","131","322","2Pac","4","103","Dear Mama","0","6","371","90s","614"
"703","94828","813","hip-hop","-5077","237","241","Mobb Deep","4","268","Survival of the Fittest","0,000126","11","125","90s","615"
